"","year","length"
"1666",1988,91
"1667",1987,90
"1668",1987,90
"1669",1989,88
"1670",1989,80
"1671",1996,80
"1672",1974,93
"1673",1985,100
"1674",1978,90
"1675",1989,90
"1676",1988,87
"1677",1997,116
"1678",1989,93
"1679",1986,154
"1680",1993,13
"1681",1977,70
"1682",1999,90
"1683",2005,47
"1684",1996,4
"1685",2003,11
"1686",1972,117
"1687",1961,90
"1688",2003,123
"1689",1961,87
"1690",1979,97
"1691",1998,95
"1692",2004,118
"1693",1993,127
"1694",2004,85
"1695",1997,90
"1696",1959,94
"1697",1993,51
"1698",1911,11
"1699",1996,17
"1700",1917,9
"1701",1982,72
"1702",1950,138
"1703",1978,90
"1704",1992,19
"1705",1967,30
"1706",2001,100
"1707",2002,95
"1708",2002,2
"1709",1953,83
"1710",1941,53
"1711",2001,74
"1712",1999,8
"1713",1953,80
"1714",2004,82
"1715",1972,87
"1716",1974,92
"1717",1998,73
"1718",1989,89
"1719",1996,82
"1720",1967,11
"1721",1962,111
"1722",2000,106
"1723",1955,7
"1724",1940,8
"1725",1947,18
"1726",1961,100
"1727",1992,84
"1728",1953,79
"1729",1991,92
"1730",1983,85
"1731",2000,76
"1732",1995,93
"1733",1957,103
"1734",1966,3
"1735",2004,110
"1736",1948,95
"1737",1968,96
"1738",1999,85
"1739",1918,58
"1740",2002,90
"1741",1924,19
"1742",1981,87
"1743",2001,99
"1744",2003,10
"1745",1997,90
"1746",1937,63
"1747",2001,95
"1748",1930,147
"1749",1999,90
"1750",1997,78
"1751",1997,115
"1752",1955,89
"1753",1979,123
"1754",2004,30
"1755",1994,93
"1756",1941,7
"1757",1976,88
"1758",1940,141
"1759",1942,107
"1760",1942,3
"1761",2003,96
"1762",2002,19
"1763",2004,93
"1764",2001,105
"1765",1950,7
"1766",1982,97
"1767",1955,79
"1768",1961,94
"1769",1949,7
"1770",1998,85
"1771",1934,70
"1772",1984,93
"1773",1991,76
"1774",1953,101
"1775",1946,4
"1776",1960,112
"1777",2003,49
"1778",1992,9
"1779",1934,87
"1780",1977,80
"1781",1949,109
"1782",1998,112
"1783",2002,108
"1784",1976,138
"1785",2000,116
"1786",2001,105
"1787",1997,105
"1788",1999,99
"1789",2003,108
"1790",1983,91
"1791",1969,92
"1792",2005,89
"1793",1990,87
"1794",1963,97
"1795",1984,85
"1796",1941,17
"1797",2000,95
"1798",1960,90
"1799",1965,79
"1800",1989,89
"1801",1947,7
"1802",1996,103
"1803",1941,6
"1804",2002,3
"1805",1973,118
"1806",1935,11
"1807",1972,76
"1808",1982,87
"1809",1983,85
"1810",1936,20
"1811",1935,11
"1812",1945,18
"1813",1972,85
"1814",1987,94
"1815",1970,30
"1816",2001,100
"1817",1986,90
"1818",1987,99
"1819",1998,16
"1820",1976,95
"1821",1964,87
"1822",1939,81
"1823",1979,12
"1824",1936,3
"1825",1985,8
"1826",1977,75
"1827",1979,91
"1828",2004,88
"1829",1987,102
"1830",1972,90
"1831",1963,90
"1832",1984,98
"1833",2002,78
"1834",1999,21
"1835",2005,90
"1836",1999,99
"1837",1994,90
"1838",2004,90
"1839",1996,105
"1840",1996,90
"1841",1998,88
"1842",1982,82
"1843",1941,9
"1844",1966,83
"1845",1968,75
"1846",1964,90
"1847",1934,20
"1848",1997,90
"1849",1971,90
"1850",1997,85
"1851",1980,89
"1852",2000,108
"1853",1990,101
"1854",1991,92
"1855",1955,85
"1856",1959,74
"1857",1981,99
"1858",1987,108
"1859",1932,89
"1860",1973,115
"1861",1964,90
"1862",1945,80
"1863",1936,94
"1864",1963,89
"1865",1995,161
"1866",1999,19
"1867",1961,8
"1868",1972,187
"1869",1945,106
"1870",1977,100
"1871",1999,12
"1872",1997,90
"1873",1997,94
"1874",2002,80
"1875",1996,95
"1876",1994,85
"1877",1949,92
"1878",2000,92
"1879",2000,25
"1880",1984,90
"1881",1962,93
"1882",2000,86
"1883",1994,92
"1884",2000,162
"1885",2004,98
"1886",1998,90
"1887",1994,100
"1888",1979,93
"1889",1992,90
"1890",2001,92
"1891",1978,88
"1892",1985,96
"1893",1939,64
"1894",1990,96
"1895",1942,8
"1896",1988,98
"1897",1975,85
"1898",1941,77
"1899",1942,7
"1900",2002,110
"1901",2003,52
"1902",1982,92
"1903",2005,96
"1904",1986,81
"1905",1996,92
"1906",2000,90
"1907",1998,15
"1908",1926,23
"1909",1947,7
"1910",1945,90
"1911",2004,90
"1912",2001,104
"1913",1935,6
"1914",2000,99
"1915",1951,88
"1916",1945,66
"1917",1941,64
"1918",1944,3
"1919",1988,93
"1920",1976,110
"1921",1973,70
"1922",1985,101
"1923",2004,11
"1924",1978,95
"1925",1984,85
"1926",1995,30
"1927",1968,4
"1928",1903,1
"1929",1936,7
"1930",1936,10
"1931",1951,6
"1932",1995,15
"1933",2002,111
"1934",1928,108
"1935",1952,92
"1936",1999,15
"1937",1974,90
"1938",1999,8
"1939",1960,86
"1940",1983,84
"1941",1963,119
"1942",1959,108
"1943",2004,90
"1944",2005,92
"1945",1964,90
"1946",2002,75
"1947",1994,10
"1948",2003,92
"1949",2001,91
"1950",1980,102
"1951",2000,91
"1952",1980,90
"1953",1998,10
"1954",1988,80
"1955",2001,83
"1956",1992,95
"1957",1952,100
"1958",1997,100
"1959",1974,101
"1960",1980,88
"1961",2001,81
"1962",1978,85
"1963",1966,116
"1964",1973,87
"1965",1974,89
"1966",1985,105
"1967",1989,106
"1968",2004,16
"1969",1938,75
"1970",2004,6
"1971",1949,108
"1972",1996,98
"1973",1996,90
"1974",1947,78
"1975",1940,58
"1976",1953,82
"1977",2000,98
"1978",1978,58
"1979",1942,92
"1980",1961,90
"1981",1961,86
"1982",1979,22
"1983",2001,45
"1984",2005,92
"1985",1959,88
"1986",1984,180
"1987",1955,10
"1988",1981,95
"1989",2002,108
"1990",1989,74
"1991",1961,85
"1992",1978,95
"1993",1992,111
"1994",1973,95
"1995",1960,85
"1996",1969,108
"1997",1954,97
"1998",1999,97
"1999",1991,107
"2000",1971,89
"2001",1968,88
"2002",1965,101
"2003",1987,100
"2004",1999,96
"2005",1958,108
"2006",1962,90
"2007",2002,90
"2008",1991,125
"2009",1955,109
"2010",1935,90
"2011",1958,90
"2012",1954,149
"2013",1977,184
"2014",2002,104
"2015",1991,150
"2016",1973,127
"2017",2002,100
"2018",2000,93
"2019",1998,29
"2020",1918,67
"2021",1984,93
"2022",2004,26
"2023",1994,105
"2024",1985,85
"2025",1999,101
"2026",1981,112
"2027",2003,93
"2028",2000,91
"2029",2001,66
"2030",1979,112
"2031",1957,106
"2032",1999,5
"2033",1957,80
"2034",1976,96
"2035",1938,87
"2036",1974,99
"2037",1987,114
"2038",2004,60
"2039",1999,40
"2040",1987,60
"2041",1972,99
"2042",1947,11
"2043",1939,80
"2044",1948,78
"2045",1943,96
"2046",1995,81
"2047",1936,61
"2048",1987,70
"2049",1960,57
"2050",1978,91
"2051",1976,93
"2052",1997,38
"2053",1949,75
"2054",1998,83
"2055",1987,85
"2056",2000,88
"2057",2004,100
"2058",2000,52
"2059",1986,85
"2060",1986,76
"2061",2001,89
"2062",1973,100
"2063",1973,20
"2064",1931,68
"2065",1956,103
"2066",1984,97
"2067",1984,88
"2068",2004,3
"2069",1975,102
"2070",1968,26
"2071",1915,11
"2072",1915,20
"2073",1990,91
"2074",1949,90
"2075",1966,109
"2076",1946,60
"2077",1958,73
"2078",1953,73
"2079",1998,109
"2080",1967,109
"2081",1994,125
"2082",1999,91
"2083",1952,90
"2084",2002,132
"2085",1924,93
"2086",2005,86
"2087",1986,84
"2088",1981,4
"2089",2001,91
"2090",1998,78
"2091",1976,116
"2092",1958,16
"2093",1967,20
"2094",1975,20
"2095",2004,84
"2096",1944,10
"2097",1978,73
"2098",2001,102
"2099",1963,174
"2100",1941,7
"2101",2001,104
"2102",1989,99
"2103",1986,102
"2104",1916,50
"2105",2001,91
"2106",1999,121
"2107",2000,8
"2108",1996,85
"2109",2004,105
"2110",2001,18
"2111",1994,84
"2112",1989,97
"2113",1991,96
"2114",1978,55
"2115",1989,90
"2116",1996,88
"2117",2001,92
"2118",1985,88
"2119",1998,52
"2120",1994,94
"2121",2004,98
"2122",2001,100
"2123",1981,79
"2124",1999,87
"2125",1998,91
"2126",1991,98
"2127",1987,80
"2128",1966,103
"2129",1984,105
"2130",1971,90
"2131",1985,92
"2132",2002,28
"2133",1989,92
"2134",1942,82
"2135",2003,80
"2136",2001,26
"2137",1991,103
"2138",2004,11
"2139",1995,3
"2140",1985,113
"2141",1991,95
"2142",1980,117
"2143",1988,90
"2144",1973,110
"2145",1950,105
"2146",2002,89
"2147",1992,113
"2148",1992,5
"2149",1998,119
"2150",2000,53
"2151",1999,90
"2152",1978,91
"2153",1999,100
"2154",2002,8
"2155",1984,21
"2156",1991,92
"2157",2003,25
"2158",1932,75
"2159",1941,3
"2160",1992,125
"2161",2002,18
"2162",1999,107
"2163",2001,52
"2164",1981,104
"2165",1983,88
"2166",2000,73
"2167",1987,90
"2168",1989,89
"2169",1991,99
"2170",1993,102
"2171",2004,11
"2172",2001,94
"2173",1999,82
"2174",1997,100
"2175",2002,9
"2176",1984,115
"2177",1980,86
"2178",1999,95
"2179",2001,105
"2180",1981,96
"2181",1995,114
"2182",2000,102
"2183",1977,75
"2184",2001,106
"2185",1953,37
"2186",1944,151
"2187",1988,102
"2188",2001,90
"2189",1988,85
"2190",1991,106
"2191",2004,35
"2192",2003,101
"2193",1940,11
"2194",2002,95
"2195",2003,90
"2196",1996,97
"2197",1980,91
"2198",1991,100
"2199",1982,94
"2200",1986,80
"2201",1991,75
"2202",1976,77
"2203",1996,95
"2204",1931,96
"2205",1997,99
"2206",2000,88
"2207",2002,66
"2208",2003,103
"2209",1981,92
"2210",1997,105
"2211",1993,96
"2212",2004,90
"2213",1951,113
"2214",1940,87
"2215",1964,115
"2216",2005,95
"2217",1954,94
"2218",1946,110
"2219",1991,98
"2220",1916,50
"2221",1955,85
"2222",2000,81
"2223",1979,86
"2224",1990,120
"2225",1994,90
"2226",2000,60
"2227",1975,91
"2228",1977,127
"2229",1970,80
"2230",1995,98
"2231",1993,80
"2232",1903,1
"2233",1983,90
"2234",1987,103
"2235",1999,90
"2236",1992,110
"2237",1955,104
"2238",2001,95
"2239",1975,140
"2240",1982,130
"2241",1985,110
"2242",1955,94
"2243",1994,100
"2244",1998,100
"2245",1972,90
"2246",2002,127
"2247",1993,90
"2248",1988,110
"2249",1999,21
"2250",1972,91
"2251",1970,100
"2252",1997,152
"2253",1983,105
"2254",1979,117
"2255",2005,90
"2256",1982,100
"2257",1973,70
"2258",1968,89
"2259",1995,129
"2260",2001,90
"2261",1994,90
"2262",2000,14
"2263",1992,95
"2264",1934,92
"2265",1993,90
"2266",1998,100
"2267",1992,65
"2268",1998,93
"2269",1991,80
"2270",2000,18
"2271",2004,27
"2272",1921,35
"2273",1983,104
"2274",1941,67
"2275",1993,86
"2276",2000,12
"2277",1995,22
"2278",1998,102
"2279",2004,110
"2280",1997,76
"2281",1985,95
"2282",1979,95
"2283",1967,103
"2284",1986,108
"2285",1956,93
"2286",2003,102
"2287",1967,100
"2288",1987,82
"2289",1982,120
"2290",2004,104
"2291",1978,97
"2292",1999,104
"2293",1996,117
"2294",1994,111
"2295",1997,100
"2296",2001,110
"2297",1964,110
"2298",1994,14
"2299",2001,99
"2300",1960,113
"2301",1974,106
"2302",2002,102
"2303",1962,125
"2304",2002,92
"2305",1979,95
"2306",1964,105
"2307",1969,124
"2308",1995,104
"2309",1991,90
"2310",1964,83
"2311",2001,107
"2312",2004,111
"2313",2004,98
"2314",1988,95
"2315",1983,90
"2316",1993,90
"2317",1948,79
"2318",1978,98
"2319",1998,100
"2320",1988,98
"2321",2000,153
"2322",1996,90
"2323",2000,20
"2324",1960,98
"2325",1989,82
"2326",1986,117
"2327",1968,100
"2328",1976,104
"2329",1965,126
"2330",1962,89
"2331",1988,65
"2332",1993,92
"2333",2000,85
"2334",1981,73
"2335",1962,85
"2336",1985,101
"2337",1971,95
"2338",2001,102
"2339",1954,104
"2340",1969,89
"2341",1985,100
"2342",1979,94
"2343",1978,100
"2344",1997,105
"2345",1960,21
"2346",1969,252
"2347",1984,125
"2348",1970,88
"2349",1990,80
"2350",2000,137
"2351",1992,99
"2352",1987,98
"2353",1993,99
"2354",1948,105
"2355",1994,90
"2356",1935,105
"2357",1999,10
"2358",1974,9
"2359",1968,100
"2360",1996,245
"2361",1977,90
"2362",1988,114
"2363",2005,102
"2364",1974,112
"2365",1975,80
"2366",1984,28
"2367",1981,100
"2368",1997,9
"2369",1998,104
"2370",1896,1
"2371",2001,87
"2372",1973,90
"2373",1983,83
"2374",1964,95
"2375",1960,109
"2376",1984,78
"2377",1997,100
"2378",1969,100
"2379",1973,102
"2380",2002,80
"2381",2001,94
"2382",1997,89
"2383",2004,97
"2384",1976,108
"2385",1997,107
"2386",2000,120
"2387",1988,69
"2388",1989,73
"2389",1961,128
"2390",2002,96
"2391",1999,109
"2392",2001,86
"2393",1984,76
"2394",1970,122
"2395",2002,80
"2396",1987,125
"2397",1970,100
"2398",2002,101
"2399",1998,87
"2400",1959,166
"2401",1953,175
"2402",1956,105
"2403",1997,94
"2404",1956,107
"2405",1973,87
"2406",1994,58
"2407",1954,94
"2408",1972,92
"2409",2000,103
"2410",2003,101
"2411",2004,87
"2412",1961,73
"2413",1995,48
"2414",2003,80
"2415",1959,160
"2416",1961,75
"2417",1975,105
"2418",1987,110
"2419",2000,132
"2420",2001,105
"2421",1972,89
"2422",2003,160
"2423",1973,111
"2424",1974,111
"2425",1994,110
"2426",1968,105
"2427",1994,82
"2428",1993,106
"2429",2004,104
"2430",1945,143
"2431",1950,90
"2432",2000,96
"2433",1953,7
"2434",2001,93
"2435",1949,84
"2436",2002,27
"2437",1988,100
"2438",2005,107
"2439",1966,95
"2440",1944,86
"2441",1971,85
"2442",1973,91
"2443",2002,122
"2444",1940,70
"2445",1934,9
"2446",1996,21
"2447",2002,20
"2448",1970,94
"2449",2000,115
"2450",1945,97
"2451",1974,98
"2452",1987,115
"2453",1991,92
"2454",1944,96
"2455",1960,70
"2456",1995,90
"2457",1951,94
"2458",2000,90
"2459",1949,142
"2460",1971,166
"2461",1994,160
"2462",2000,100
"2463",1993,90
"2464",1989,90
"2465",2003,25
"2466",1957,91
"2467",1971,98
"2468",1999,17
"2469",1950,87
"2470",1972,102
"2471",1973,85
"2472",2003,90
"2473",1996,100
"2474",1987,90
"2475",1959,110
"2476",1998,109
"2477",1983,95
"2478",2003,11
"2479",1994,94
"2480",1978,77
"2481",1968,90
"2482",2004,103
"2483",2004,75
"2484",1952,98
"2485",1983,80
"2486",1971,131
"2487",1999,92
"2488",1965,86
"2489",1985,73
"2490",1988,75
"2491",1958,80
"2492",1939,85
"2493",1940,88
"2494",1944,107
"2495",1938,19
"2496",1942,92
"2497",1941,101
"2498",1987,76
"2499",2004,11
"2500",1979,90
"2501",1990,78
"2502",1999,83
"2503",1970,97
"2504",1967,95
"2505",2001,100
"2506",1977,88
"2507",1994,95
"2508",1982,70
"2509",1937,91
"2510",1966,7
"2511",1984,94
"2512",1993,94
"2513",1975,83
"2514",1961,97
"2515",1976,75
"2516",1999,82
"2517",1993,84
"2518",2001,102
"2519",1952,91
"2520",1987,113
"2521",1988,80
"2522",1988,100
"2523",1978,66
"2524",1944,7
"2525",1988,72
"2526",1990,104
"2527",1990,102
"2528",1970,92
"2529",1954,76
"2530",1960,99
"2531",1975,27
"2532",1947,100
"2533",1990,158
"2534",2002,95
"2535",1940,69
"2536",1948,60
"2537",1969,105
"2538",1999,89
"2539",1994,86
"2540",1992,77
"2541",1982,93
"2542",1939,10
"2543",1989,50
"2544",1974,75
"2545",1946,100
"2546",1997,85
"2547",1948,60
"2548",1950,98
"2549",1999,101
"2550",1969,93
"2551",1978,91
"2552",1995,99
"2553",2000,28
"2554",2002,91
"2555",1993,2
"2556",1996,86
"2557",1999,145
"2558",1993,80
"2559",2002,15
"2560",1970,82
"2561",1985,78
"2562",1948,100
"2563",1970,105
"2564",1997,17
"2565",1983,115
"2566",1992,111
"2567",1966,90
"2568",1996,82
"2569",1993,88
"2570",1982,126
"2571",1976,90
"2572",1995,116
"2573",1970,86
"2574",2001,90
"2575",1971,85
"2576",1940,78
"2577",1939,86
"2578",1968,86
"2579",1949,63
"2580",1998,86
"2581",1951,99
"2582",1994,102
"2583",1990,89
"2584",1941,53
"2585",1938,97
"2586",2000,86
"2587",1948,67
"2588",1979,97
"2589",1972,82
"2590",2000,110
"2591",1998,100
"2592",1993,122
"2593",2003,106
"2594",1995,110
"2595",1979,96
"2596",1993,93
"2597",1994,107
"2598",1982,90
"2599",2001,125
"2600",1998,5
"2601",1929,21
"2602",1968,89
"2603",1959,105
"2604",1960,83
"2605",1960,95
"2606",2004,25
"2607",2000,86
"2608",1972,101
"2609",1974,94
"2610",1971,109
"2611",1995,90
"2612",1987,89
"2613",1972,77
"2614",1998,23
"2615",1984,10
"2616",1998,90
"2617",2003,26
"2618",1992,28
"2619",1993,127
"2620",2002,98
"2621",1962,97
"2622",1977,100
"2623",1999,9
"2624",1989,85
"2625",1930,97
"2626",2000,94
"2627",1954,72
"2628",1978,109
"2629",1992,95
"2630",1994,95
"2631",1996,96
"2632",1932,85
"2633",1995,98
"2634",1956,82
"2635",1977,91
"2636",1968,88
"2637",2001,84
"2638",2001,92
"2639",1983,91
"2640",2000,91
"2641",1939,72
"2642",1999,90
"2643",1974,92
"2644",1981,136
"2645",1998,103
"2646",1970,86
"2647",1980,78
"2648",1978,8
"2649",1989,8
"2650",2005,85
"2651",2003,94
"2652",1988,7
"2653",2003,11
"2654",1963,90
"2655",1994,91
"2656",2000,13
"2657",2002,89
"2658",1987,89
"2659",1994,85
"2660",1997,15
"2661",2002,92
"2662",2001,89
"2663",2001,28
"2664",2001,90
"2665",1994,170
"2666",2004,148
"2667",1969,90
"2668",1947,89
"2669",1987,110
"2670",1987,90
"2671",2005,103
"2672",1958,87
"2673",1992,104
"2674",1974,131
"2675",1993,131
"2676",1986,149
"2677",2000,99
"2678",1992,107
"2679",1933,76
"2680",1951,107
"2681",1970,82
"2682",1987,101
"2683",1984,8
"2684",1993,76
"2685",1920,133
"2686",1923,96
"2687",1930,89
"2688",1931,85
"2689",2002,7
"2690",1934,89
"2691",1935,95
"2692",1948,111
"2693",1967,145
"2694",1997,108
"2695",1943,120
"2696",1949,86
"2697",1959,97
"2698",1977,75
"2699",1996,98
"2700",1983,133
"2701",2000,98
"2702",1999,148
"2703",1946,128
"2704",1958,101
"2705",1997,10
"2706",1954,82
"2707",1983,90
"2708",1993,100
"2709",1938,67
"2710",1937,65
"2711",1955,81
"2712",2001,107
"2713",2003,30
"2714",1999,88
"2715",1986,103
"2716",1995,102
"2717",1919,60
"2718",1934,78
"2719",1940,86
"2720",1951,87
"2721",1969,145
"2722",1996,109
"2723",1962,110
"2724",1960,103
"2725",1982,126
"2726",2003,78
"2727",1950,107
"2728",1977,93
"2729",1935,92
"2730",1948,11
"2731",1984,96
"2732",1995,94
"2733",1999,108
"2734",1985,84
"2735",1989,12
"2736",2001,115
"2737",1968,95
"2738",2003,27
"2739",1982,91
"2740",1962,113
"2741",1974,115
"2742",1977,89
"2743",1936,76
"2744",2000,90
"2745",1991,101
"2746",2002,25
"2747",1970,91
"2748",1993,71
"2749",2004,82
"2750",2002,90
"2751",1990,93
"2752",1994,3
"2753",1989,99
"2754",1984,90
"2755",1937,73
"2756",1975,88
"2757",1998,101
"2758",1966,70
"2759",1935,69
"2760",1930,28
"2761",1995,9
"2762",1992,62
"2763",1933,77
"2764",2001,101
"2765",1952,90
"2766",1948,107
"2767",1999,93
"2768",1993,105
"2769",1984,78
"2770",1939,103
"2771",1958,98
"2772",1983,118
"2773",1988,84
"2774",1991,94
"2775",1964,104
"2776",1976,111
"2777",1976,136
"2778",1958,107
"2779",1953,7
"2780",2003,9
"2781",1991,40
"2782",2004,119
"2783",1987,130
"2784",1977,86
"2785",1990,93
"2786",1998,14
"2787",1999,50
"2788",1964,98
"2789",1964,114
"2790",1994,9
"2791",1997,124
"2792",1936,141
"2793",2005,90
"2794",1993,90
"2795",1980,90
"2796",1998,10
"2797",2001,90
"2798",1969,81
"2799",1999,80
"2800",1966,118
"2801",1980,125
"2802",1972,94
"2803",1973,81
"2804",1972,89
"2805",1990,15
"2806",1997,8
"2807",1962,42
"2808",1974,112
"2809",2005,107
"2810",1991,85
"2811",1961,93
"2812",2002,114
"2813",2003,114
"2814",2000,104
"2815",2001,7
"2816",1931,9
"2817",2001,108
"2818",2002,94
"2819",1947,78
"2820",1973,77
"2821",1996,80
"2822",1941,80
"2823",1932,85
"2824",1939,91
"2825",1978,102
"2826",1995,102
"2827",2001,100
"2828",1991,71
"2829",1982,104
"2830",1973,82
"2831",1972,160
"2832",1980,82
"2833",1936,17
"2834",1940,7
"2835",2002,14
"2836",2002,117
"2837",2002,27
"2838",1998,83
"2839",1971,139
"2840",1966,148
"2841",1960,141
"2842",2003,70
"2843",1944,7
"2844",1942,3
"2845",1999,156
"2846",1931,7
"2847",1988,105
"2848",1949,112
"2849",1932,20
"2850",1932,6
"2851",1981,92
"2852",1989,96
"2853",2003,127
"2854",1966,109
"2855",1980,116
"2856",2001,84
"2857",1983,57
"2858",1930,80
"2859",2004,8
"2860",1952,107
"2861",2003,108
"2862",1936,92
"2863",1956,106
"2864",1997,23
"2865",1995,64
"2866",1993,91
"2867",1999,114
"2868",1968,117
"2869",1996,85
"2870",1991,95
"2871",2003,116
"2872",2001,83
"2873",2002,88
"2874",1993,90
"2875",1966,95
"2876",1954,91
"2877",1955,68
"2878",1975,86
"2879",1949,60
"2880",1952,62
"2881",1951,75
"2882",1930,58
"2883",1964,92
"2884",1947,75
"2885",1958,72
"2886",1942,66
"2887",1966,90
"2888",1952,67
"2889",1957,74
"2890",1955,69
"2891",1973,94
"2892",1976,83
"2893",1957,110
"2894",2002,80
"2895",2000,94
"2896",1994,87
"2897",1950,90
"2898",1997,14
"2899",2002,91
"2900",2004,24
"2901",2002,88
"2902",2004,29
"2903",1988,124
"2904",1948,96
"2905",1960,125
"2906",2000,11
"2907",2002,105
"2908",1952,96
"2909",1976,87
"2910",1943,64
"2911",1966,6
"2912",1963,85
"2913",1940,62
"2914",1981,110
"2915",1949,88
"2916",1959,7
"2917",2003,76
"2918",1948,105
"2919",1984,85
"2920",1982,88
"2921",2003,57
"2922",1978,94
"2923",1998,94
"2924",1979,202
"2925",1980,91
"2926",1997,96
"2927",1995,140
"2928",1945,67
"2929",1997,115
"2930",1989,157
"2931",1997,134
"2932",1997,108
"2933",1970,18
"2934",1966,98
"2935",2003,93
"2936",1996,116
"2937",1944,93
"2938",1974,96
"2939",1999,95
"2940",1998,97
"2941",1929,80
"2942",1979,88
"2943",1975,100
"2944",2003,7
"2945",1980,90
"2946",2001,16
"2947",1941,89
"2948",1943,77
"2949",1953,79
"2950",1952,96
"2951",1945,56
"2952",1946,90
"2953",1951,89
"2954",1988,102
"2955",1987,96
"2956",1948,67
"2957",1951,90
"2958",1969,115
"2959",1981,90
"2960",1996,89
"2961",1988,26
"2962",1950,10
"2963",1977,98
"2964",1999,90
"2965",1988,97
"2966",1991,9
"2967",1974,120
"2968",1995,95
"2969",1958,176
"2970",1960,99
"2971",1988,99
"2972",1970,100
"2973",1975,73
"2974",2002,105
"2975",1996,12
"2976",1924,12
"2977",1969,95
"2978",1957,97
"2979",1948,94
"2980",1952,94
"2981",2001,97
"2982",2003,98
"2983",1935,82
"2984",1998,78
"2985",1998,85
"2986",2003,93
"2987",2001,93
"2988",1998,112
"2989",2002,9
"2990",1959,117
"2991",1963,6
"2992",1961,8
"2993",2003,78
"2994",1942,7
"2995",2001,23
"2996",2001,8
"2997",1955,10
"2998",1995,15
"2999",1980,95
"3000",1991,95
"3001",1997,78
"3002",1993,105
"3003",1967,88
"3004",1989,105
"3005",1966,105
"3006",1979,98
"3007",1899,1
"3008",1995,72
"3009",1942,86
"3010",2001,150
"3011",2001,102
"3012",1990,103
"3013",1969,169
"3014",2003,70
"3015",1979,92
"3016",2004,114
"3017",1982,65
"3018",1998,110
"3019",2004,85
"3020",1969,87
"3021",2002,90
"3022",1973,86
"3023",1962,75
"3024",1970,115
